tre_ID	gene	root_relative_branch_ratio	sister_relative_branch_ratio	removed_flag
OG0008026_40	BRA_0036381	-0.6810367194967577	-0.6349108529281278	0
OG0008026_40	ORY_0015209	-0.12634137973854784	1.7390570440680282	0
OG0008026_40	ASP_0018273	0.23421480023764238	-0.48625209445106127	0
OG0008026_40	AMB_0007751	0.5513957095955393	0.0653530077189247	0
OG0008026_40	NYM_0024792	0.45622690165140894	-0.06134399325426881	0
OG0008026_40	LIR_0008502	-0.9999861770849401	-0.9999646126916154	0
OG0008026_40	LIR_0008503	-0.6093821290481015	28257.718892393976	0
OG0008026_40	CIN_0008476	-0.37325095916289863	-0.2299386345764502	0
OG0008026_40	AQU_0000381	0.2798490733609097	-0.4451408868984325	0
OG0008026_40	ACT_0016563	-0.08655144285469044	-0.35575280207763804	0
OG0008026_40	SOL_0027103	0.417854140601771	0.552199222945646	0
OG0008026_40	COF_0002180	0.6630134473077909	0.1878840944347783	0
OG0008026_40	HEL_0036484	0.5151668812181824	0.1278005680025245	0
OG0008026_40	MIM_0006923	0.34347057822619464	-0.11331841074426419	0
OG0008026_40	VIT_0021395	-0.2011852214448965	-0.650807971020635	0
OG0008026_40	PRU_0033075	-0.9999939436930162	0.0	0
OG0008026_40	PRU_0033076	-0.9999939436930162	0.0	0
OG0008026_40	POP_0002327	-0.23583335369946995	-0.657384824034227	0
OG0008026_40	LOC107645657	-0.9999939436930162	0.0	0
OG0008026_40	arharahy.Tifrunner.gnm1.Arahy.16g00752	-0.9999939436930162	0.0	0
OG0008026_40	ardaradu.V14167.gnm1.Aradu.A06g00613	-0.9999939436930162	0.0	0
OG0008026_40	arharahy.Tifrunner.gnm1.Arahy.06g00649	-0.9999939436930162	0.0	0
OG0008026_40	LOC110263152	-0.9999863363658138	0.12726091735784945	0
OG0008026_40	arharahy.Tifrunner.gnm1.Arahy.16g00896	-0.9999878789072025	-0.11289393200655994	0
OG0008026_40	LOC107646021	-0.857896629823171	10823.237671264475	0
OG0008026_40	arharahy.Tifrunner.gnm1.Arahy.16g00897	-0.9999868717433511	-0.9999076147410682	0
OG0008026_40	GLY_0010260	-0.9999819255574375	0.34076104047800887	0
OG0008026_40	GLY_0010261	-0.9999865192662846	-0.25415493901621766	0
OG0008026_40	GLY_0070034	-0.8509688202643515	0.2601120186000226	0
OG0008026_40	PHA_0028533	-0.49344866697916245	1.2247855161109231	0
OG0008026_40	MED_0036576	-0.3871865215327245	-0.3061916452958561	0
OG0008026_40	CEC_0005270	-0.4739219220018515	-0.5955036331461564	0
OG0008026_40	MAR_0021230	-0.9999939436930162	0.0	0
OG0008026_40	MAR_0021231	-0.9999939436930162	0.0	0
OG0008026_40	GIN_0005665	-0.13224627904779612	-0.8816721048558859	0
OG0008026_40	CER_0056533	4.367274881985405	-0.11349647940979044	0
OG0008026_40	ARA_0016098	0.5368908543692321	-0.7774295825604188	0
OG0008026_40	CUC_0028765	-0.34401716535188187	-0.8212104020222522	0
OG0008026_40	CHL_0002245	3.800549899665185	-0.44740137059836443	0
OG0008026_40	DUN_0006270	7.68722730069619	0.8096317051723767	0
