tre_ID	gene	root_relative_branch_ratio	sister_relative_branch_ratio	removed_flag
OG0004452_65	GLY_0022738	0	0	0
OG0004452_65	GLY_0022740	0	0	0
OG0004452_65	GLY_0022741	0	0	0
OG0004452_65	GLY_0022739	-0.9999878262733605	0.0	0
OG0004452_65	GLY_0032058	-0.28396098359777544	0.12111812095911853	0
OG0004452_65	PHA_0001170	0.43778045035107005	0.16476308042286922	0
OG0004452_65	LOC107618535	-0.9999878262733605	0.0	0
OG0004452_65	arharahy.Tifrunner.gnm1.Arahy.19g00780	-0.9999878262733605	0.0	0
OG0004452_65	ardaradu.V14167.gnm1.Aradu.A09g00656	-0.9999878262733605	-0.9993913012994297	0
OG0004452_65	arharahy.Tifrunner.gnm1.Arahy.09g00668	-0.9800004063946876	1641.8489153388366	0
OG0004452_65	LOC107633544	-0.9999878262733605	0.0	0
OG0004452_65	arharahy.Tifrunner.gnm1.Arahy.13g03385	-0.9999878262733605	0.0	0
OG0004452_65	LOC107609165	0	0	0
OG0004452_65	arharahy.Tifrunner.gnm1.Arahy.17g01970	0	0	0
OG0004452_65	arharahy.Tifrunner.gnm1.Arahy.07g01984	-0.9999878262733605	0.0	0
OG0004452_65	MED_0032504	0	0	0
OG0004452_65	MED_0032506	0	0	0
OG0004452_65	MED_0032505	-0.9999878262733605	0.0	0
OG0004452_65	MED_0018649	-0.857471111595495	-0.6256319833210489	0
OG0004452_65	MED_0036530	-0.31674287332173057	-0.48176571779991484	0
OG0004452_65	GLY_0066861	-0.9999878262733605	0.0	0
OG0004452_65	GLY_0066862	-0.9999878262733605	0.0	0
OG0004452_65	PHA_0015913	-0.5699290438635104	0.5119415343881631	0
OG0004452_65	CEC_0013287	-0.09902737585939256	-0.7637827954361112	0
OG0004452_65	POP_0025344	-0.8265565299124211	-0.49045126074941214	0
OG0004452_65	POP_0039124	-0.6596135821223525	0.9625208011911419	0
OG0004452_65	POP_0024335	0.5377830924903757	1.313012452654428	0
OG0004452_65	POP_0023717	-0.9999878262733605	0.0	0
OG0004452_65	POP_0023718	-0.9999878262733605	0.0	0
OG0004452_65	ARA_0022313	5.726457222231744	1.0867681711074861	0
OG0004452_65	CUC_0001791	2.223385000482296	-0.5207900839941978	0
OG0004452_65	PRU_0024346	-0.8361746854096005	-0.30408668761385693	0
OG0004452_65	PRU_0040563	-0.7645894802203507	0.4369605843164667	0
OG0004452_65	MIM_0020365	2.0535627992424588	0.6852963748814953	0
OG0004452_65	SOL_0019968	0.8118847490294848	-0.4066325573919799	0
OG0004452_65	COF_0019689	0.9948762629230965	-0.381923702150923	0
OG0004452_65	HEL_0038259	-0.9999878262733605	-0.9999342530418539	0
OG0004452_65	HEL_0039338	-0.8148396977935752	15208.829141869843	0
OG0004452_65	HEL_0034917	0.6324923019480847	-0.5095098336825313	0
OG0004452_65	ACT_0038741	1.2874289795157186	-0.487728291150526	0
OG0004452_65	AQU_0006820	0.40780770238573716	0.5370963873252735	0
OG0004452_65	AQU_0009702	-0.0841122820960589	-0.34942271138889586	0
OG0004452_65	VIT_0016389	-0.9999878262733605	-0.9996806067796714	0
OG0004452_65	VIT_0017278	-0.9618848307833128	3129.936840084469	0
OG0004452_65	VIT_0029328	-0.8263812506845535	-0.20023903206546861	0
OG0004452_65	LIR_0008857	-0.9999878262733605	0.0	0
OG0004452_65	LIR_0008858	-0.9999878262733605	0.0	0
OG0004452_65	LIR_0030230	-0.9999878262733605	0.0	0
OG0004452_65	LIR_0030231	-0.9999878262733605	0.0	0
OG0004452_65	CIN_0021266	-0.9805828008424817	-0.9644286509397612	0
OG0004452_65	CIN_0027033	-0.45413374329334794	27.112512637812333	0
OG0004452_65	CIN_0008601	0.48591212632347014	0.12404095734017016	0
OG0004452_65	BRA_0014571	-0.21536837909231563	-0.8291933444750544	0
OG0004452_65	BRA_0025200	3.5936829481044	4.854572802954711	0
OG0004452_65	ORY_0030319	0.08103230081608968	-0.761416199878274	0
OG0004452_65	ASP_0019879	2.776799949269106	-0.6152662363754756	0
OG0004452_65	AMB_0019102	2.676563601492644	-0.5766079433086866	0
OG0004452_65	NYM_0008053	2.728925349497578	-0.6122543735043479	0
OG0004452_65	CER_0018874	-0.9999878262733605	0.0	0
OG0004452_65	CER_0018875	-0.9999878262733605	0.0	0
OG0004452_65	MAR_0011217	-0.9999878262733605	0.0	0
OG0004452_65	MAR_0011218	-0.9999878262733605	0.0	0
OG0004452_65	GIN_0007898	1.1831845800620204	-0.5297304458924338	0
OG0004452_65	CHL_0001508	2.59480168433341	-0.6133266465056297	0
OG0004452_65	DUN_0003644	8.296740134398085	1.5861621727046664	0
