tre_ID	long_branch_label	gene	root_relative_branch_ratio	sister_relative_branch_ratio
OG_100009_98	*	VIT_213s0019g01500.1	1.2384361909219184	4149.142175526532	
OG_100009_98			VIT_213s0143g00024.1	1.2260699533566504	0.9997590443995156	
OG_100009_98			VIT_213s0019g01480.1	1.2303886070141137	0.09102437745576705	
OG_100009_98	*	VIT_209s0018g02060.1	1.2228350058160047	331.09092867916394	
OG_100009_98			VIT_213s0019g01320.1	1.2217314076941197	0.9969887765258227	
OG_100009_98			VIT_205s0020g03100.1	1.2331223194931942	3.4705357353167434	
OG_100009_98			Solyc03g005140.2.1	1.2598565779013555	0.36609053188186264	
OG_100009_98			Solyc01g010530.1.1	1.3157466152034196	0.5775123267501612	
OG_100009_98			Solyc03g005150.3.1	1.334025087252929	0.4130090365295774	
OG_100009_98			Solyc06g054270.3.1	1.2587954928480767	0.11264379449872437	
OG_100009_98			AT3G05960.1	1.0752023539585276	0.316633334848416	
OG_100009_98			AT5G26250.1	1.0351764503310559	0.24048710181325464	
OG_100009_98			AT1G07340.1	1.4232100975595334	1.829727556560721	
OG_100009_98			Os07t0206600-01	0.6428389950118325	0.645967986480482	
OG_100009_98			Glyma.01G238800.1	0.8693581738799698	0.10708256328503782	
OG_100009_98			Glyma.11G004800.1	0.8660872969680692	0.09672500212386376	
OG_100009_98			Glyma.20G144300.1	0.9845776177159521	0.5364207325589648	
OG_100009_98			Glyma.10G249500.1	1.0182298289129261	1.1571283925616773	
OG_100009_98			Glyma.10G249400.1	1.1076518488767544	1.142223274501618	
OG_100009_98			Solyc09g075820.3.1	1.0853299920750124	0.1384171614204099	
OG_100009_98			AT5G26340.1	1.0498316911115921	0.1215873812440652	
OG_100009_98			VIT_205s0020g03140.1	0.8973721407949214	0.3484179619146324	
OG_100009_98			AMTR_s00103p00075300	0.8312316512812661	0.15258434156432452	
OG_100009_98			Os03t0218400-01	0.4727875824405184	0.8059441099916158	
OG_100009_98			Glyma.01G146700.1	1.2904555301444245	0.2275673945549308	
OG_100009_98			Glyma.09G194400.1	1.2836129895192738	0.1853807746640567	
OG_100009_98			Glyma.05G228400.1	1.3694945161308325	0.051144482189221865	
OG_100009_98			Glyma.08G035300.1	1.3681731513812574	0.0486559964456105	
OG_100009_98			Solyc12g008320.2.1	1.347199951350225	0.6468022612865271	
OG_100009_98			Solyc05g018230.4.1	1.2421831268677401	0.3927625535206804	
OG_100009_98			VIT_211s0016g03400.1	1.156154941553136	0.3516911906512924	
OG_100009_98			AT1G77210.1	1.2401510204309278	0.11857194638961588	
OG_100009_98			AMTR_s00056p00042640	1.06489099744714	0.2903842729987821	
OG_100009_98			Os09t0322000-01	0.6144562985271277	0.6806443877544108	
OG_100009_98			Solyc07g006970.4.1	1.205360875594848	0.9331598268147898	
OG_100009_98			VIT_211s0149g00050.2	1.0384917126878546	0.482712196824579	
OG_100009_98			AT4G02050.1	1.1217537798393358	0.09191601609534918	
OG_100009_98			Glyma.15G203300.1	0.9848272678882276	0.3207579749176381	
OG_100009_98			AMTR_s00026p00106060	0.9884866969957584	0.1223112181138684	
OG_100009_98			Os09t0416200-01	0.4222913103679952	0.8537907325556348	
OG_100009_98			Glyma.07G189500.1	1.0495573344780789	0.23946055551566264	
OG_100009_98			Glyma.08G059700.1	1.05961659889951	0.31485619483946975	
OG_100009_98			AT1G11260.1	1.2050007645580851	0.20829478732040707	
OG_100009_98			AT4G21480.1	1.2683915111212984	0.26309639495162074	
OG_100009_98			VIT_200s0181g00010.2	0.986927460735661	0.3637589200319413	
OG_100009_98			Solyc02g079220.4.1	1.0422932039475035	0.21554759332519835	
OG_100009_98			Solyc03g006650.2.1	1.0821294998491962	0.27477459625483003	
OG_100009_98			Glyma.01G067600.1	1.2338254481429574	0.272102505236324	
OG_100009_98			Glyma.02G124100.1	1.244312766369556	0.37381981280848703	
OG_100009_98			Glyma.16G109100.1	1.2448435243595202	0.6610020460570719	
OG_100009_98			Glyma.15G098601.1	1.1536689257121864	0.3908456500185659	
OG_100009_98			Glyma.11G016900.1	1.1683349396589602	0.6416200590711997	
OG_100009_98			Solyc08g080300.1.1	1.2105492324547955	0.26218444716935513	
OG_100009_98			VIT_214s0083g00030.1	1.0673731521853105	0.989407316442606	
OG_100009_98	*	VIT_214s0083g00020.1	1.0849642789918057	93.40478369638174	
OG_100009_98			VIT_214s0083g00040.1	1.1665599527896808	2.082340612559957	
OG_100009_98			Solyc03g078600.3.1	1.323964530051549	1.4570337373703455	
OG_100009_98			Glyma.09G284200.1	1.0681209363273387	0.9987207188536618	
OG_100009_98	*	Glyma.09G284600.1	1.0692423353109033	780.6890000000001	
OG_100009_98			Glyma.10G285100.1	1.1026023940401617	0.37566101541045366	
OG_100009_98			Glyma.20G103900.1	1.1240004877475984	0.601693991057472	
OG_100009_98			AT3G19940.1	1.1208942248158054	0.04721740967673775	
OG_100009_98			AT1G50310.1	1.1289195154516096	0.04955738082988872	
OG_100009_98			AT5G23270.1	1.1746034859869805	0.5128390335512297	
OG_100009_98			Solyc01g008240.4.1	1.1593261307667866	0.2514702409326935	
OG_100009_98			AT3G19930.1	0.9820078584627837	0.19342729231214767	
OG_100009_98			Os07t0559700-01	0.3982175930938302	0.7437196901307916	
OG_100009_98			Os09t0297300-00	0.6017620612862371	2.9019774890640107	
OG_100009_98			Os07t0106200-02	0.41282011718091116	0.3437738757468417	
OG_100009_98			Os03t0594400-01	0.5245902804721008	0.3844911831981648	
OG_100009_98			Os08t0178200-02	0.4044301189574158	0.26839740138490265	
OG_100009_98			Os01t0567600-00	0.4272654966831422	0.32691800807387633	
OG_100009_98			Os01t0567500-01	0.417110422903306	0.24637393274089558	
OG_100009_98			Os02t0160400-01	0.5646064164288503	2.0180576548784286	
OG_100009_98			VIT_216s0013g01950.1	0.9702451409958898	0.0612429151828259	
OG_100009_98			Glyma.06G317200.1	0.9825222412400668	0.06523829878179098	
OG_100009_98			Solyc03g093410.3.1	1.1011392544229022	0.47460719646373534	
OG_100009_98			AT5G61520.1	1.398181303187866	0.9033378327021111	
OG_100009_98			Glyma.06G317100.1	0.923799004859775	0.4099041819135889	
OG_100009_98			AMTR_s00111p00066720	0.9035872522184043	0.19204902753388708	
OG_100009_98			Os03t0101300-01	0.46997837161244566	0.0	
OG_100009_98			Os03t0101300-02	0.46997837161244566	0.0	
OG_100009_98			Os10t0561300-01	0.7296192909720258	5.458517044943002	
OG_100009_98			Os06t0141100-00	0.4398985423398042	0.6925419718189216	
OG_100009_98			Os11t0594000-01	0.6257159809518419	2.2524764629370706	
OG_100009_98			Os09t0268300-02	0.5353250942377273	0.023631236849054823	
OG_100009_98			Os07t0131600-01	0.5393097293234121	0.024203188120021275	
OG_100009_98			Glyma.06G103900.1	1.1164385869022202	0.36010088088014913	
OG_100009_98			Glyma.04G102700.1	1.106532445083577	0.2647604203058236	
OG_100009_98			Glyma.04G102600.1	1.1216739147669625	0.5492706378884615	
OG_100009_98			Glyma.04G102800.1	1.0832904162429415	0.26224448418405555	
OG_100009_98			Glyma.14G172700.1	1.1040902401186594	0.08854686599379448	
OG_100009_98			Glyma.13G088800.1	1.1092758677764931	0.09714911572534198	
OG_100009_98			Glyma.14G172600.1	1.0570850484759302	0.13663048756723656	
OG_100009_98			Solyc04g074070.2.1	1.0536129288187142	0.45377862044103595	
OG_100009_98			VIT_218s0001g05570.1	0.8691993055885221	0.4142112943723114	
OG_100009_98			AT1G34580.1	0.906204269760801	0.12650944218876728	
OG_100009_98			AMTR_s00038p00156510	0.6327183953639561	0.814678733236168	
OG_100009_98			AMTR_s00038p00159960	0.8398688577593563	4.396034774974699	
OG_100009_98			VIT_213s0019g01480.1	1.2303886070141137	1.8080344468486473	
OG_100009_98			VIT_213s0143g00024.1	1.2260699533566504	0.643879012551907	
OG_100009_98			VIT_213s0019g01320.1	1.2217314076941197	0.7946397385057967	
OG_100009_98			VIT_205s0020g03100.1	1.2331223194931942	1.9411671204176668	
OG_100009_98			Solyc03g005140.2.1	1.2598565779013555	0.36609053188186264	
OG_100009_98			Solyc01g010530.1.1	1.3157466152034196	0.5775123267501612	
OG_100009_98			Solyc03g005150.3.1	1.334025087252929	0.4130090365295774	
OG_100009_98			Solyc06g054270.3.1	1.2587954928480767	0.11264379449872437	
OG_100009_98			AT3G05960.1	1.0752023539585276	0.316633334848416	
OG_100009_98			AT5G26250.1	1.0351764503310559	0.24048710181325464	
OG_100009_98			AT1G07340.1	1.4232100975595334	1.829727556560721	
OG_100009_98			Os07t0206600-01	0.6428389950118325	0.647816244771604	
OG_100009_98			Glyma.01G238800.1	0.8693581738799698	0.10708256328503782	
OG_100009_98			Glyma.11G004800.1	0.8660872969680692	0.09672500212386376	
OG_100009_98			Glyma.20G144300.1	0.9845776177159521	0.5364207325589648	
OG_100009_98			Glyma.10G249500.1	1.0182298289129261	1.1571283925616773	
OG_100009_98			Glyma.10G249400.1	1.1076518488767544	1.142223274501618	
OG_100009_98			Solyc09g075820.3.1	1.0853299920750124	0.1384171614204099	
OG_100009_98			AT5G26340.1	1.0498316911115921	0.1215873812440652	
OG_100009_98			VIT_205s0020g03140.1	0.8973721407949214	0.3484179619146324	
OG_100009_98			AMTR_s00103p00075300	0.8312316512812661	0.15258434156432452	
OG_100009_98			Os03t0218400-01	0.4727875824405184	0.8059441099916158	
OG_100009_98			Glyma.01G146700.1	1.2904555301444245	0.2275673945549308	
OG_100009_98			Glyma.09G194400.1	1.2836129895192738	0.1853807746640567	
OG_100009_98			Glyma.05G228400.1	1.3694945161308325	0.051144482189221865	
OG_100009_98			Glyma.08G035300.1	1.3681731513812574	0.0486559964456105	
OG_100009_98			Solyc12g008320.2.1	1.347199951350225	0.6468022612865271	
OG_100009_98			Solyc05g018230.4.1	1.2421831268677401	0.3927625535206804	
OG_100009_98			VIT_211s0016g03400.1	1.156154941553136	0.3516911906512924	
OG_100009_98			AT1G77210.1	1.2401510204309278	0.11857194638961588	
OG_100009_98			AMTR_s00056p00042640	1.06489099744714	0.2903842729987821	
OG_100009_98			Os09t0322000-01	0.6144562985271277	0.6806443877544108	
OG_100009_98			Solyc07g006970.4.1	1.205360875594848	0.9331598268147898	
OG_100009_98			VIT_211s0149g00050.2	1.0384917126878546	0.482712196824579	
OG_100009_98			AT4G02050.1	1.1217537798393358	0.09191601609534918	
OG_100009_98			Glyma.15G203300.1	0.9848272678882276	0.3207579749176381	
